case_id,family,claim,expected_authorized,v2_authorized,expected_deficits,v2_exact_deficits,priority_exact_deficits,asp_checked,asp_exact,raw_status_all_passed_ignoring_schema,equal_weight_75_percent_ignoring_schema,prediction_shortcut_ignoring_schema
topology_specific_prediction__metadata__robustness__locked_endpoint,missing_required_observation,topology_specific_prediction,False,False,1,True,False,True,True,True,True,True
topology_specific_prediction__metadata__robustness__acceptance_rule,missing_required_observation,topology_specific_prediction,False,False,1,True,False,True,True,True,True,True
topology_specific_prediction__metadata__robustness__worst_case_result,missing_required_observation,topology_specific_prediction,False,False,1,True,False,True,True,True,True,True
topology_specific_prediction__status__context_of_use__failed,single_status_defect,topology_specific_prediction,False,False,1,True,True,True,True,False,True,True
topology_specific_prediction__status__context_of_use__unknown,single_status_defect,topology_specific_prediction,False,False,1,True,True,True,True,False,True,True
topology_specific_prediction__status__context_of_use__not_applicable,single_status_defect,topology_specific_prediction,False,False,1,True,True,True,True,False,True,True
topology_specific_prediction__status__context_of_use__requires_review,single_status_defect,topology_specific_prediction,False,False,1,True,True,True,True,False,True,True
topology_specific_prediction__omitted__context_of_use,omitted_required_block,topology_specific_prediction,False,False,1,True,True,True,True,False,True,True
topology_specific_prediction__metadata__context_of_use__use,missing_required_observation,topology_specific_prediction,False,False,1,True,False,True,True,True,True,True
topology_specific_prediction__metadata__context_of_use__population,missing_required_observation,topology_specific_prediction,False,False,1,True,False,True,True,True,True,True
topology_specific_prediction__metadata__context_of_use__output,missing_required_observation,topology_specific_prediction,False,False,1,True,False,True,True,True,True,True
topology_specific_prediction__metadata__context_of_use__decision_consequence,missing_required_observation,topology_specific_prediction,False,False,1,True,False,True,True,True,True,True
topology_specific_prediction__metadata__context_of_use__prohibited_uses,missing_required_observation,topology_specific_prediction,False,False,1,True,False,True,True,True,True,True
topology_specific_prediction__mixed__prediction__failed__topology_specificity__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,False
topology_specific_prediction__mixed__prediction__failed__topology_specificity__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__failed__topology_specificity__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__failed__topology_specificity__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__unknown__topology_specificity__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__unknown__topology_specificity__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,False
topology_specific_prediction__mixed__prediction__unknown__topology_specificity__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__unknown__topology_specificity__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__not_applicable__topology_specificity__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__not_applicable__topology_specificity__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__not_applicable__topology_specificity__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,False
topology_specific_prediction__mixed__prediction__not_applicable__topology_specificity__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__requires_review__topology_specificity__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__requires_review__topology_specificity__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__requires_review__topology_specificity__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__requires_review__topology_specificity__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,False
topology_specific_prediction__mixed__prediction__failed__uncertainty_quantification__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,False
topology_specific_prediction__mixed__prediction__failed__uncertainty_quantification__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__failed__uncertainty_quantification__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__failed__uncertainty_quantification__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__unknown__uncertainty_quantification__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__unknown__uncertainty_quantification__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,False
topology_specific_prediction__mixed__prediction__unknown__uncertainty_quantification__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__unknown__uncertainty_quantification__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__not_applicable__uncertainty_quantification__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__not_applicable__uncertainty_quantification__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__not_applicable__uncertainty_quantification__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,False
topology_specific_prediction__mixed__prediction__not_applicable__uncertainty_quantification__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__requires_review__uncertainty_quantification__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__requires_review__uncertainty_quantification__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__requires_review__uncertainty_quantification__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__requires_review__uncertainty_quantification__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,False
topology_specific_prediction__mixed__prediction__failed__robustness__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,False
topology_specific_prediction__mixed__prediction__failed__robustness__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__failed__robustness__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__failed__robustness__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__unknown__robustness__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__unknown__robustness__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,False
topology_specific_prediction__mixed__prediction__unknown__robustness__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__unknown__robustness__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__not_applicable__robustness__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__not_applicable__robustness__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__not_applicable__robustness__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,False
topology_specific_prediction__mixed__prediction__not_applicable__robustness__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__requires_review__robustness__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__requires_review__robustness__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__requires_review__robustness__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__requires_review__robustness__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,False
topology_specific_prediction__mixed__prediction__failed__context_of_use__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,False
topology_specific_prediction__mixed__prediction__failed__context_of_use__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__failed__context_of_use__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__failed__context_of_use__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__unknown__context_of_use__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__unknown__context_of_use__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,False
topology_specific_prediction__mixed__prediction__unknown__context_of_use__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__unknown__context_of_use__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__not_applicable__context_of_use__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__not_applicable__context_of_use__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__not_applicable__context_of_use__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,False
topology_specific_prediction__mixed__prediction__not_applicable__context_of_use__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__requires_review__context_of_use__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__requires_review__context_of_use__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__requires_review__context_of_use__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,False
topology_specific_prediction__mixed__prediction__requires_review__context_of_use__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,False
topology_specific_prediction__mixed__topology_specificity__failed__uncertainty_quantification__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__failed__uncertainty_quantification__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__failed__uncertainty_quantification__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__failed__uncertainty_quantification__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__unknown__uncertainty_quantification__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__unknown__uncertainty_quantification__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__unknown__uncertainty_quantification__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__unknown__uncertainty_quantification__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__not_applicable__uncertainty_quantification__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__not_applicable__uncertainty_quantification__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__not_applicable__uncertainty_quantification__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__not_applicable__uncertainty_quantification__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__requires_review__uncertainty_quantification__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__requires_review__uncertainty_quantification__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__requires_review__uncertainty_quantification__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__requires_review__uncertainty_quantification__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__failed__robustness__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__failed__robustness__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__failed__robustness__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__failed__robustness__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__unknown__robustness__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__unknown__robustness__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__unknown__robustness__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__unknown__robustness__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__not_applicable__robustness__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__not_applicable__robustness__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__not_applicable__robustness__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__not_applicable__robustness__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__requires_review__robustness__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__requires_review__robustness__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__requires_review__robustness__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__requires_review__robustness__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__failed__context_of_use__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__failed__context_of_use__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__failed__context_of_use__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__failed__context_of_use__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__unknown__context_of_use__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__unknown__context_of_use__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__unknown__context_of_use__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__unknown__context_of_use__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__not_applicable__context_of_use__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__not_applicable__context_of_use__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__not_applicable__context_of_use__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__not_applicable__context_of_use__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__requires_review__context_of_use__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__requires_review__context_of_use__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__requires_review__context_of_use__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__topology_specificity__requires_review__context_of_use__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__failed__robustness__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__failed__robustness__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__failed__robustness__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__failed__robustness__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__unknown__robustness__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__unknown__robustness__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__unknown__robustness__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__unknown__robustness__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__not_applicable__robustness__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__not_applicable__robustness__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__not_applicable__robustness__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__not_applicable__robustness__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__requires_review__robustness__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__requires_review__robustness__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__requires_review__robustness__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__requires_review__robustness__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__failed__context_of_use__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__failed__context_of_use__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__failed__context_of_use__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__failed__context_of_use__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__unknown__context_of_use__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__unknown__context_of_use__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__unknown__context_of_use__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__unknown__context_of_use__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__not_applicable__context_of_use__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__not_applicable__context_of_use__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__not_applicable__context_of_use__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__not_applicable__context_of_use__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__requires_review__context_of_use__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__requires_review__context_of_use__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__requires_review__context_of_use__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__uncertainty_quantification__requires_review__context_of_use__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,True
topology_specific_prediction__mixed__robustness__failed__context_of_use__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,True
topology_specific_prediction__mixed__robustness__failed__context_of_use__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__robustness__failed__context_of_use__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__robustness__failed__context_of_use__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__robustness__unknown__context_of_use__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__robustness__unknown__context_of_use__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,True
topology_specific_prediction__mixed__robustness__unknown__context_of_use__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__robustness__unknown__context_of_use__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__robustness__not_applicable__context_of_use__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__robustness__not_applicable__context_of_use__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__robustness__not_applicable__context_of_use__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,True
topology_specific_prediction__mixed__robustness__not_applicable__context_of_use__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__robustness__requires_review__context_of_use__failed,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__robustness__requires_review__context_of_use__unknown,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__robustness__requires_review__context_of_use__not_applicable,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,False,True,True,False,False,True
topology_specific_prediction__mixed__robustness__requires_review__context_of_use__requires_review,pairwise_mixed_status_defects,topology_specific_prediction,False,False,2,True,True,True,True,False,False,True
assumption_conditional_direction__pristine,pristine_complete,assumption_conditional_direction,True,True,0,True,True,True,True,True,True,True
assumption_conditional_direction__status__directed_identifiability__failed,single_status_defect,assumption_conditional_direction,False,False,1,True,True,True,True,False,True,False
assumption_conditional_direction__status__directed_identifiability__unknown,single_status_defect,assumption_conditional_direction,False,False,1,True,True,True,True,False,True,False
assumption_conditional_direction__status__directed_identifiability__not_applicable,single_status_defect,assumption_conditional_direction,False,False,1,True,True,True,True,False,True,False
assumption_conditional_direction__status__directed_identifiability__requires_review,single_status_defect,assumption_conditional_direction,False,False,1,True,True,True,True,False,True,False
assumption_conditional_direction__omitted__directed_identifiability,omitted_required_block,assumption_conditional_direction,False,False,1,True,True,True,True,False,True,False
